carat,depth,price,x,y,z,class
0.9,62.2,3580,6.18,6.13,3.83,2
1,64.3,3580,6.27,6.21,4.01,3
0.9,61.6,3581,6.13,6.17,3.79,2
0.76,61.7,3581,5.87,5.9,3.63,2
0.9,59.9,3581,6.19,6.23,3.72,1
0.9,60.9,3581,6.18,6.24,3.78,1
0.78,62.1,3581,5.88,5.9,3.66,2
1.04,64,3581,6.38,6.33,4.07,3
0.8,62.2,3581,5.92,5.95,3.69,2
1.02,62.2,3581,6.47,6.43,4.01,2
0.78,61.4,3582,5.91,5.95,3.64,1
0.71,61.5,3582,5.75,5.77,3.54,2
0.71,57.8,3583,5.82,5.95,3.4,1
0.79,62.6,3583,5.92,5.87,3.69,1
0.98,68.6,3583,6.18,6.04,4.19,2
0.9,61,3584,6.14,6.18,3.76,1
1,60.2,3584,6.55,6.48,3.92,1
0.76,61.3,3584,5.87,5.91,3.61,1
0.9,63.6,3584,6.05,6.09,3.86,1
0.8,62.2,3584,5.98,5.95,3.71,1
1,63.9,3584,6.41,6.34,4.07,2
1,61.3,3584,6.45,6.4,3.94,2
1,64.8,3584,6.23,6.14,4.01,2
1,60,3584,6.53,6.51,3.91,2
1,60.9,3584,6.41,6.37,3.89,1
1,61.8,3584,6.43,6.38,3.96,1
1,60.2,3584,6.47,6.42,3.88,3
0.7,62.2,3585,5.68,5.74,3.55,1
0.7,62.4,3585,5.66,5.71,3.55,1
0.97,60.4,3585,6.4,6.37,3.86,2
0.92,63.3,3586,6.22,6.17,3.92,1
0.9,61.6,3587,6.24,6.27,3.85,3
0.7,61.9,3587,5.68,5.63,3.5,3
1.04,59,3588,6.65,6.6,3.91,1
0.91,60.9,3588,6.27,6.3,3.83,3
0.82,61.8,3588,5.97,6.01,3.7,1
1.11,61.9,3589,6.63,6.66,4.11,2
0.73,61.2,3589,5.82,5.85,3.57,1
0.95,58.7,3590,6.37,6.43,3.76,1
0.78,62,3590,5.9,5.86,3.65,1
0.74,61.9,3590,5.78,5.82,3.59,3
1.08,63.1,3590,6.51,6.46,4.09,3
0.7,62.2,3591,5.63,5.69,3.52,1
0.84,62.4,3591,5.98,6.04,3.75,1
1.01,61.9,3592,6.34,6.38,3.94,3
1.01,63.4,3592,6.39,6.32,4.03,2
0.9,62.6,3593,6.1,6.16,3.84,1
0.82,61.3,3593,6.02,6.06,3.7,2
0.99,71.6,3593,5.94,5.8,4.2,2
1.05,59.4,3593,6.66,6.58,3.93,3
0.74,62,3593,5.81,5.78,3.6,3
0.93,60.8,3594,6.35,6.28,3.84,1
0.9,61.9,3595,6.17,6.21,3.83,2
0.9,62.3,3595,6.16,6.19,3.85,2
1.07,60.8,3595,6.62,6.6,4.02,1
0.73,61.6,3595,5.8,5.83,3.58,1
0.78,61.7,3595,5.87,5.93,3.64,2
0.9,63.7,3595,6.05,6.1,3.87,1
0.9,61.6,3595,6.12,6.16,3.78,1
0.9,64.1,3595,6.04,6.09,3.89,1
0.9,65.8,3595,5.94,5.97,3.92,1
0.84,61.8,3596,6.04,6.07,3.74,1
0.9,61.6,3597,6.13,6.19,3.8,1
1.01,60.1,3597,6.44,6.41,3.86,3
0.8,62.6,3597,5.91,5.94,3.71,2
1.01,63.8,3597,6.36,6.31,4.04,3
1.01,68.7,3597,6.14,6,4.19,2
1.01,67.3,3597,6.09,6.03,4.08,3
1.01,66.7,3597,6.14,6.05,4.06,3
1.01,61.3,3597,6.42,6.33,3.91,3
1.01,62.2,3597,6.4,6.37,3.97,3
1.01,60.5,3599,6.49,6.53,3.94,3
1.02,62.6,3599,6.42,6.39,4.01,3
0.9,62.6,3599,6.18,6.09,3.84,1
0.9,62.2,3599,6.19,6.15,3.84,1
1.05,60.7,3599,6.56,6.52,3.97,1
1.02,61,3599,6.53,6.51,3.98,3
0.9,62,3599,6.23,6.15,3.84,1
1.02,63.4,3599,6.42,6.36,4.05,3
1.5,61.1,3599,7.37,7.26,4.47,2
0.9,64,3601,6.11,6.14,3.92,2
0.81,62,3601,5.97,5.99,3.71,1
0.78,60,3601,6,6.03,3.61,1
1.02,61.1,3601,6.44,6.5,3.95,3
0.9,61.6,3601,6.22,6.29,3.85,3
0.72,61.1,3601,5.78,5.81,3.54,1
0.78,61.7,3601,5.92,6,3.68,1
0.72,60.8,3601,5.78,5.82,3.53,1
0.72,61.4,3601,5.78,5.8,3.55,1
0.72,61.5,3601,5.77,5.81,3.56,1
0.72,62.7,3601,5.76,5.69,3.59,2
1.09,61.3,3601,6.66,6.59,4.06,1
0.7,61,3602,5.71,5.76,3.5,3
0.83,58.8,3602,6.2,6.15,3.63,1
1.13,61.1,3603,6.71,6.77,4.12,2
1.04,59.6,3603,6.6,6.62,3.94,2
1.04,62,3603,6.47,6.49,4.02,3
0.8,63.8,3603,5.84,5.89,3.74,3
0.83,63.3,3603,5.99,5.92,3.77,3
1.1,62.9,3604,6.6,6.53,4.13,2
0.71,60.9,3604,5.76,5.8,3.52,3
1.01,58,3604,6.58,6.53,3.8,2
0.9,57.9,3604,6.33,6.24,3.64,2
1.1,59.7,3604,6.8,6.64,4.01,2
0.9,63.9,3604,6.12,6.08,3.9,3
0.9,62.3,3605,6.1,6.13,3.81,2
1.01,59.1,3605,6.54,6.59,3.88,2
0.9,63.4,3605,6.07,6.11,3.86,3
0.79,61.8,3605,5.91,5.94,3.66,1
0.79,61.2,3605,5.94,5.98,3.65,2
1.16,62.8,3605,6.8,6.64,4.22,2
1.11,60.4,3605,6.7,6.64,4.03,2
0.73,62.9,3606,5.7,5.78,3.61,1
1.15,62,3606,6.76,6.69,4.17,2
0.73,63,3607,5.68,5.72,3.59,1
1.13,62.3,3607,6.69,6.61,4.14,3
1.03,63.8,3607,6.36,6.3,4.04,2
1.13,62.2,3607,6.68,6.63,4.14,3
0.91,61.7,3609,6.22,6.29,3.86,3
1.06,62.1,3609,6.57,6.54,4.07,3
0.9,62.4,3609,6.19,6.14,3.85,1
0.31,61.1,571,4.35,4.36,2.66,2
0.31,62.1,571,4.3,4.33,2.68,2
0.31,62.3,571,4.33,4.37,2.71,2
0.31,62.9,571,4.27,4.32,2.7,2
0.31,62,571,4.34,4.37,2.7,2
0.31,61.2,571,4.35,4.41,2.68,2
0.31,63.5,571,4.29,4.31,2.73,2
0.31,60,571,4.41,4.43,2.65,2
0.31,61,571,4.38,4.41,2.68,2
0.31,62.6,571,4.3,4.33,2.7,2
0.31,62.9,571,4.31,4.34,2.72,2
0.31,62.8,571,4.33,4.36,2.73,2
0.31,62.6,571,4.33,4.36,2.72,2
0.31,61.4,571,4.34,4.39,2.68,2
0.31,63.5,571,4.27,4.3,2.72,2
0.31,63,571,4.32,4.35,2.73,2
0.31,63.7,571,4.31,4.35,2.76,2
0.31,61.8,571,4.34,4.37,2.69,2
0.31,62.1,571,4.33,4.37,2.7,2
0.31,60.2,571,4.37,4.4,2.64,2
0.31,61.1,571,4.36,4.38,2.67,2
0.31,61.2,571,4.37,4.49,2.71,2
0.31,60.8,571,4.32,4.37,2.64,2
0.31,61,571,4.33,4.39,2.66,2
0.31,62.4,571,4.31,4.35,2.7,2
0.31,63.1,571,4.25,4.31,2.7,2
0.31,63.9,571,4.27,4.3,2.74,2
0.31,62.6,571,4.3,4.32,2.7,2
0.31,62.1,571,4.35,4.38,2.71,2
0.31,61.5,571,4.33,4.35,2.67,2
0.91,63.6,3610,6.14,6.09,3.89,1
0.72,59.9,3610,5.83,5.86,3.5,2
1.01,58.8,3610,6.52,6.57,3.85,2
0.92,62.1,3610,6.24,6.29,3.89,2
0.75,60.8,3610,5.87,5.9,3.58,3
0.96,56.7,3611,6.51,6.39,3.66,2
0.7,60.9,3611,5.7,5.78,3.5,2
1.01,63.9,3611,6.37,6.31,4.05,1
1.04,62.4,3611,6.49,6.4,4.02,2
0.71,62,3612,5.71,5.74,3.55,3
0.7,61.7,3612,5.7,5.74,3.53,1
1,59.9,3612,6.48,6.4,3.86,1
0.92,62.5,3613,6.2,6.24,3.89,2
0.78,61.7,3613,5.89,5.94,3.65,1
0.9,64.6,3613,6.01,6.07,3.9,3
1.15,62.8,3613,6.7,6.65,4.19,1
0.72,60.7,3614,5.78,5.81,3.52,1
1,58.7,3614,6.47,6.51,3.81,3
1.09,61,3614,6.66,6.62,4.05,1
0.91,62.9,3615,6.14,6.22,3.89,1
0.9,63.8,3615,6.1,6.16,3.91,1
0.9,63.4,3615,6.11,6.16,3.89,1
1.05,66,3615,6.3,6.22,4.13,3
0.73,61.3,3615,5.81,5.83,3.57,2
0.9,64.5,3615,6.04,6.09,3.91,1
0.9,65,3615,5.96,6.01,3.89,1
1.09,62.5,3615,6.64,6.58,4.13,3
1.05,61.6,3616,6.55,6.51,4.02,3
0.74,61.9,3616,5.74,5.77,3.56,1
0.73,59.5,3616,5.8,5.83,3.46,3
1,59.5,3616,6.46,6.52,3.86,3
0.9,62,3617,6.19,6.11,3.81,3
1.03,65.1,3617,6.43,6.36,4.16,2
0.91,62.6,3618,6.18,6.13,3.85,3
0.92,62,3618,6.21,6.27,3.87,2
0.92,59.4,3618,6.34,6.36,3.77,1
0.91,63.5,3618,6.1,6.06,3.86,2
0.7,62.8,3618,5.64,5.68,3.55,2
0.7,63.1,3618,5.62,5.65,3.56,2
0.71,60,3618,5.92,5.84,3.53,2
0.91,61.4,3618,6.23,6.21,3.82,3
0.9,61.9,3619,6.18,6.23,3.84,3
0.9,61.4,3619,6.13,6.19,3.78,3
0.72,59.4,3619,5.85,5.9,3.49,2
0.88,62.2,3619,6.11,6.17,3.82,3
1.01,63.3,3620,6.42,6.34,4.04,3
1.01,63.6,3620,6.3,6.21,3.98,2
1.01,63.8,3620,6.32,6.22,4,1
0.73,60,3620,5.86,5.9,3.53,2
0.91,59.5,3620,6.3,6.24,3.73,2
1.01,60.1,3620,6.55,6.52,3.93,2
0.93,59.5,3620,6.39,6.36,3.79,3
0.73,61.2,3620,5.85,5.8,3.57,1
0.82,58.7,3621,6.1,6.2,3.61,3
0.9,61.3,3621,6.12,6.15,3.76,3
0.7,62.3,3622,5.66,5.7,3.54,2
0.7,61.1,3622,5.7,5.75,3.5,2
0.7,63.1,3622,5.6,5.66,3.55,3
0.72,61.4,3622,5.8,5.82,3.57,2
0.72,62.3,3622,5.74,5.79,3.59,2
0.8,62.3,3622,5.95,5.97,3.71,1
0.82,61.8,3622,5.99,6.05,3.72,1
0.98,61.8,3622,6.38,6.27,3.91,3
0.7,63.4,3622,5.64,5.59,3.56,1
1.1,61.3,3623,6.62,6.68,4.08,3
0.92,62.4,3624,6.19,6.22,3.87,2
0.94,62.7,3624,6.21,6.24,3.9,2
0.9,63.1,3624,6.09,6.15,3.86,3
0.81,61.9,3624,6,5.95,3.7,3
0.81,61.8,3624,5.96,5.92,3.67,3
0.75,61.7,3625,5.82,5.85,3.6,2
0.92,59.9,3625,6.26,6.29,3.76,3
0.61,62.3,3625,5.4,5.45,3.38,2
0.9,60.7,3625,6.19,6.17,3.75,1
0.83,61.3,3625,6.08,6.02,3.71,1
0.83,61.8,3625,6.04,6.03,3.73,1
0.9,60.8,3625,6.31,6.18,3.8,1
0.71,62.7,3626,5.67,5.72,3.57,3
1.01,63.6,3626,6.31,6.37,4.03,1
1.01,63.7,3626,6.31,6.35,4.03,1
0.9,64.5,3627,6,5.96,3.86,2
0.79,62.1,3628,5.9,5.86,3.65,1
1,58.8,3629,6.53,6.46,3.82,2
1,58.8,3629,6.53,6.46,3.82,2
0.9,61.5,3629,6.19,6.23,3.82,2
0.72,62.5,3629,5.71,5.74,3.58,2
0.9,64.5,3629,6.07,6.03,3.9,1
0.9,62.8,3629,6.16,6.14,3.86,2
0.9,60,3629,6.33,6.27,3.78,2
0.9,61.9,3629,6.2,6.15,3.82,2
0.9,60,3629,6.23,6.16,3.72,2
1.08,62,3629,6.65,6.55,4.06,2
0.9,58.4,3629,6.37,6.34,3.71,3
0.9,60.3,3630,6.28,6.21,3.77,3
0.8,61.7,3630,5.99,6.04,3.71,1
1,67.7,3631,6,6.15,4.11,1
0.91,62.5,3632,6.16,6.23,3.87,1
0.9,59.8,3632,6.2,6.25,3.72,2
0.91,64.3,3632,6,6.04,3.87,1
0.74,61.9,3633,5.79,5.81,3.59,1
1.02,59.6,3633,6.58,6.55,3.91,3
1.06,65.3,3633,6.33,6.25,4.11,1
1.02,66.6,3633,6.21,6.14,4.11,3
1.02,64.2,3633,6.3,6.21,4.02,3
0.94,62,3634,6.28,6.34,3.91,2
1,62,3634,6.38,6.3,3.93,2
1,65.2,3634,6.27,6.21,4.07,2
1,64,3634,6.29,6.24,4.01,2
1,43,3634,6.32,6.27,3.97,1
1,60.1,3634,6.44,6.4,3.86,1
1,60.1,3634,6.44,6.4,3.86,1
1.03,62.8,3634,6.48,6.41,4.05,3
1,63.9,3634,6.32,6.27,4.02,2
1.03,61,3634,6.58,6.52,3.99,3
1.03,60.8,3634,6.56,6.47,3.96,2
0.91,62.4,3635,6.18,6.23,3.87,2
0.74,61.2,3635,5.83,5.86,3.58,1
0.74,60.9,3635,5.84,5.91,3.58,1
1.12,62.9,3638,6.55,6.52,4.11,3
0.91,60.3,3638,6.28,6.25,3.78,1
1.02,62.2,3639,6.41,6.48,4.01,3
0.91,61.1,3639,6.24,6.2,3.8,1
0.91,62.8,3639,6.09,6.07,3.82,1
1.14,63.9,3639,6.64,6.6,4.23,2
1,59.8,3640,6.53,6.48,3.89,3
0.76,62.9,3640,5.76,5.85,3.65,3
1.03,63.1,3640,6.41,6.43,4.05,3
1,65.1,3640,6.27,6.15,4.05,2
1,59.1,3640,6.5,6.47,3.83,2
1,64.1,3640,6.36,6.27,4.05,2
1,59.6,3640,6.52,6.41,3.85,2
1,57.6,3640,6.56,6.52,3.77,2
1,63.8,3640,6.28,6.24,4,2
1,63.3,3640,6.39,6.34,4.03,2
1,59.7,3640,6.52,6.46,3.87,3
1,63,3640,6.37,6.33,4,1
1,63.8,3640,6.32,6.28,4.02,2
0.82,62.6,3641,5.91,5.97,3.72,1
0.85,62.4,3641,6.13,6.01,3.79,3
0.71,62,3642,5.67,5.72,3.53,1
0.91,62.7,3642,6.16,6.21,3.88,3
0.9,62.4,3643,6.13,6.18,3.84,3
0.9,58.8,3643,6.24,6.28,3.68,2
0.77,62.4,3643,5.82,5.87,3.65,2
0.81,61.9,3643,5.87,5.95,3.66,1
0.9,63,3643,6.13,6.18,3.88,2
1.16,61.8,3644,6.74,6.78,4.18,2
0.9,63.3,3644,6.06,6.1,3.85,2
0.9,61.5,3644,6.17,6.23,3.81,2
0.9,62.2,3644,6.13,6.18,3.83,2
0.93,60.8,3644,6.29,6.34,3.84,1
0.7,61.7,3644,5.66,5.71,3.51,3
0.91,61,3644,6.31,6.27,3.84,1
0.91,62.7,3644,6.23,6.18,3.89,3
0.77,62.1,3644,5.85,5.8,3.62,2
1.16,63.7,3644,6.59,6.56,4.19,1
1,61.4,3646,6.32,6.35,3.89,1
0.93,62.8,3646,6.24,6.21,3.91,2
0.77,61.2,3647,5.9,5.93,3.62,3
0.8,62.2,3648,5.95,5.98,3.71,1
0.76,61.9,3648,5.87,5.9,3.64,2
0.76,61.9,3648,5.83,5.86,3.62,3
0.76,61.3,3648,5.88,5.94,3.62,1
0.92,58.4,3648,6.4,6.34,3.73,1
0.76,60.5,3649,5.94,5.99,3.61,1
0.92,63.3,3649,6.17,6.22,3.92,1
0.9,63.6,3649,6.09,6.12,3.88,1
0.9,63.5,3649,6.07,6.11,3.87,1
0.73,61.7,3649,5.77,5.8,3.57,1
0.92,62.9,3650,6.21,6.15,3.89,1
0.93,63,3651,6.22,6.26,3.93,3
1.02,58.9,3651,6.57,6.53,3.86,3
1,57.8,3651,6.55,6.5,3.77,1
0.82,61.5,3652,6.01,6.05,3.71,1
0.95,58.8,3652,6.45,6.38,3.77,2
0.8,62.3,3653,5.91,5.94,3.69,3
0.91,61.6,3653,6.14,6.24,3.81,3
0.8,62,3653,5.93,6,3.7,3
0.76,62.1,3655,5.81,5.85,3.63,1
1.01,62.8,3655,6.3,6.35,3.97,3
0.77,60.9,3655,5.91,5.95,3.61,3
1.11,61.9,3655,6.66,6.63,4.11,2
1.07,63.5,3655,6.52,6.46,4.12,1
1.02,62.5,3656,6.42,6.34,3.99,1
0.9,63.3,3656,6.07,6.1,3.85,2
0.7,61.9,3656,5.68,5.73,3.53,2
0.7,60.8,3656,5.74,5.77,3.5,2
0.9,62.6,3656,6.15,6.18,3.86,3
1.02,64,3656,6.41,6.37,4.09,2
1.02,62.9,3656,6.41,6.37,4.02,2
1.01,61.9,3658,6.38,6.34,3.94,3
0.96,68.8,3658,6.11,5.98,4.16,2
0.91,62.4,3659,6.17,6.21,3.86,3
0.9,62.8,3659,6.18,5.99,3.82,3
0.73,60.9,3660,5.8,5.85,3.55,1
0.9,59.9,3660,6.16,6.2,3.7,1
0.91,63.3,3660,6.01,6.09,3.83,2
1.09,62.7,3662,6.57,6.51,4.1,2
0.9,62.2,3662,6.15,6.19,3.84,1
0.9,62.4,3662,6.13,6.17,3.84,1
0.9,61.3,3662,6.17,6.23,3.8,1
0.9,60.8,3662,6.21,6.25,3.79,1
0.9,62.6,3662,6.09,6.18,3.84,1
0.9,62,3662,6.15,6.23,3.84,1
0.7,61.2,3662,5.73,5.76,3.52,3
1.22,61.6,3663,6.8,6.87,4.21,2
0.89,64.3,3663,6.12,6.01,3.9,3
0.9,60.1,3663,6.37,6.25,3.79,2
0.91,61,3664,6.2,6.26,3.8,2
0.87,60.2,3664,6.12,6.17,3.7,2
0.91,62.3,3664,6.18,6.22,3.86,1
1.01,59.6,3665,6.56,6.5,3.89,2
0.91,60.7,3665,6.26,6.22,3.79,1
1.01,59.6,3665,6.5,6.55,3.89,2
1.19,61.5,3665,6.79,6.83,4.19,2
1.27,60.2,3665,7,7.05,4.23,2
0.91,62.2,3665,6.29,6.18,3.86,1
1.01,63.6,3665,6.44,6.36,4.07,3
0.91,62.1,3666,6.16,6.24,3.85,3
0.9,63.5,3666,5.96,6.01,3.8,2
0.73,61.3,3667,5.79,5.82,3.56,1
0.7,60.6,3668,5.71,5.75,3.47,2
0.78,62.2,3668,5.85,5.91,3.66,2
1.03,62.2,3668,6.47,6.45,4.02,3
0.74,61.4,3668,5.8,5.83,3.57,2
1.03,63.1,3668,6.42,6.38,4.04,3
0.73,63.8,3669,5.69,5.72,3.64,3
0.95,62.6,3669,6.23,6.26,3.91,3
0.85,60.3,3669,6.09,6.22,3.71,2
0.73,61.9,3669,5.76,5.8,3.58,1
0.9,57.7,3669,6.25,6.29,3.62,1
0.9,65.2,3669,6,6.06,3.93,1
1.04,62,3669,6.49,6.47,4.02,3
0.91,62.8,3669,6.16,6.13,3.86,2
0.9,63.7,3669,6.11,6.07,3.88,1
0.91,61.9,3669,6.24,6.19,3.85,2
0.9,63.1,3669,6.15,6.11,3.87,1
0.9,63.7,3669,6.07,6.02,3.85,2
0.9,63.7,3669,6.12,6.09,3.89,1
0.9,64,3669,6.05,6.01,3.86,2
0.9,63.8,3669,6.08,6.05,3.87,1
0.9,63.2,3669,6.1,6.05,3.84,1
0.9,62,3669,6.13,6.07,3.78,1
1.12,61.2,3669,6.72,6.68,4.1,2
1,66.7,3669,6.07,5.99,4.02,3
1.04,62,3669,6.53,6.43,4.02,2
0.91,62.5,3669,6.25,6.2,3.89,2
0.9,61.9,3669,6.18,6.13,3.81,1
1.12,64.6,3669,6.5,6.47,4.19,2
1.17,62.8,3669,6.71,6.69,4.21,2
1.13,61.1,3669,6.77,6.71,4.12,2
0.91,62.2,3669,6.22,6.16,3.85,2
1.04,59.7,3669,6.6,6.54,3.92,2
0.9,62.6,3669,6.08,6.06,3.8,1
0.71,62.7,3670,5.64,5.69,3.55,2
0.85,62.2,3670,6.04,6.09,3.77,1
1.13,60.6,3670,6.79,6.77,4.11,2
1.01,63,3671,6.33,6.27,3.97,2
1.01,66.1,3671,6.26,6.2,4.12,1
1.01,63.8,3671,6.13,6.06,3.89,2
0.76,62,3671,5.83,5.87,3.62,1
0.78,60.4,3671,5.95,6,3.61,1
1.01,59.1,3671,6.59,6.54,3.88,2
0.95,60.5,3671,6.44,6.36,3.88,1
0.78,59.8,3672,5.97,6.03,3.59,2
1,60.6,3672,6.36,6.45,3.88,3
1.06,61.3,3672,6.52,6.59,4.02,3
1.05,61.1,3672,6.54,6.61,4.02,3
0.7,60.2,3672,5.78,5.84,3.5,1
0.8,62.7,3673,5.9,5.94,3.71,1
0.73,62.3,3673,5.77,5.8,3.6,2
0.82,61.8,3674,6.02,5.98,3.71,1
0.71,61.4,3674,5.7,5.74,3.51,2
0.71,60.6,3674,5.78,5.81,3.51,2
0.96,57.7,3674,6.49,6.46,3.73,1
1.01,62.3,3674,6.35,6.29,3.94,1
1,61.1,3674,6.51,6.47,3.97,3
0.81,61.5,3674,5.99,5.94,3.97,1
1.01,63.3,3674,6.4,6.31,4.02,1
0.92,62.2,3675,6.19,6.23,3.86,2
1.03,62.3,3675,6.5,6.4,4.03,2
0.79,62,3675,5.92,5.96,3.68,2
0.63,60.5,3675,5.58,5.53,3.36,1
1,63.4,3676,6.22,6.34,3.98,1
1.01,60.3,3676,6.51,6.45,3.91,2
1.01,67.1,3676,6.16,6.09,4.11,2
1.01,61.6,3676,6.22,6.18,3.82,2
1.01,63.2,3676,6.4,6.32,4.02,2
1.01,64.1,3676,6.24,6.21,3.99,2
0.9,62.2,3677,6.17,6.14,3.83,3
0.9,61.6,3677,6.22,6.16,3.81,2
1.13,62.2,3678,6.65,6.69,4.15,2
1.1,61.8,3678,6.61,6.65,4.1,3
1.1,59.8,3678,6.65,6.7,3.99,3
0.9,63.6,3679,6.1,6.13,3.89,3
0.75,61.1,3679,5.87,5.89,3.6,2
0.92,63.2,3679,6.29,6.25,3.96,1
1,63.9,3679,6.26,6.19,3.98,3
0.9,62.3,3679,6.19,6.17,3.85,3
0.9,62,3679,6.13,6.03,3.77,2
0.31,62.2,571,4.3,4.32,2.68,2
0.31,60.9,571,4.38,4.39,2.67,2
0.31,63.5,571,4.27,4.3,2.72,2
0.31,62.4,571,4.33,4.35,2.71,2
0.28,64,572,4.11,4.17,2.65,1
0.28,60.1,572,4.25,4.27,2.56,1
0.28,58.9,572,4.27,4.32,2.53,3
0.38,62.3,572,4.63,4.65,2.89,3
0.24,62.7,572,3.99,4.02,2.51,3
0.24,61.8,572,3.99,4.03,2.48,3
0.37,60.9,572,4.65,4.68,2.84,3
0.3,61.6,572,4.28,4.32,2.65,2
0.33,62.8,572,4.43,4.39,2.77,2
0.33,62.7,572,4.44,4.4,2.77,2
0.33,61.5,572,4.49,4.46,2.75,2
0.33,61.4,572,4.5,4.46,2.75,2
0.33,61.3,572,4.51,4.46,2.75,2
0.33,63.2,572,4.38,4.36,2.76,2
0.33,63.6,572,4.42,4.39,2.8,2
0.42,59.5,573,4.85,4.9,2.9,1
0.34,61.6,573,4.48,4.51,2.77,1
0.3,61.6,573,4.3,4.33,2.66,3
0.3,61.9,573,4.32,4.34,2.68,3
0.3,62.2,573,4.3,4.32,2.68,3
0.3,62.5,573,4.29,4.32,2.69,3
0.3,62.3,573,4.3,4.34,2.69,3
0.3,61.1,573,4.36,4.38,2.67,3
0.3,60.9,573,4.35,4.39,2.66,3
0.3,61.9,573,4.29,4.33,2.67,3
0.3,61.7,573,4.28,4.31,2.65,3
0.92,61.8,3679,6.19,6.11,3.8,1
0.76,62.2,3680,5.83,5.87,3.64,3
0.9,63,3681,6.13,6.19,3.88,1
1.01,62,3682,6.41,6.46,3.99,1
0.91,61.4,3682,6.21,6.23,3.82,3
0.8,61.9,3682,5.98,5.96,3.7,2
0.7,62.5,3683,5.62,5.67,3.53,3
0.92,62.6,3684,6.23,6.19,3.89,3
0.93,58.9,3685,6.43,6.48,3.8,2
0.84,62.4,3685,6.03,6.08,3.78,2
1,62,3685,6.42,6.35,3.96,3
1,60.7,3685,6.5,6.41,3.92,3
1.02,62.5,3686,6.4,6.47,4.02,3
1.21,61.3,3686,6.94,6.89,4.24,2
0.91,61.2,3688,6.2,6.22,3.8,3
1.12,62.4,3688,6.69,6.62,4.15,2
0.96,65.2,3688,6.14,6.12,3.99,3
0.9,59.5,3689,6.29,6.21,3.72,2
0.9,60.7,3689,6.17,6.19,3.75,1
0.81,62.7,3689,5.92,5.98,3.73,3
0.9,63.6,3689,6.07,6.03,3.85,2
0.9,64.8,3689,6.1,6.03,3.93,2
0.9,64.5,3689,6.05,6.01,3.89,2
0.9,64.1,3689,6.07,6.04,3.88,2
0.9,63.9,3689,6.1,6.04,3.88,2
0.72,62.8,3689,5.75,5.68,3.59,3
0.93,62.2,3689,6.27,6.24,3.89,1
0.71,64.2,3690,5.65,5.6,3.61,2
0.72,62.1,3690,5.74,5.76,3.57,1
1,61.7,3690,6.37,6.4,3.94,3
0.96,59.4,3690,6.47,6.42,3.83,2
1.1,61.3,3690,6.68,6.62,4.08,3
0.94,60.9,3691,6.22,6.3,3.81,2
0.71,61.8,3692,5.63,5.73,3.51,3
0.77,62.6,3692,5.85,5.88,3.67,3
1.03,60.4,3692,6.56,6.53,3.95,1
1.11,61.3,3692,6.69,6.63,4.09,2
1.03,63.3,3692,6.35,6.32,4.01,3
1.03,60.5,3692,6.58,6.52,3.96,2
1.23,67.4,3692,6.76,6.56,4.49,1
0.97,61.6,3694,6.37,6.32,3.91,2
0.74,62,3694,5.85,5.81,3.62,3
1.21,59,3694,6.93,6.88,4.07,3
1,62.3,3696,6.34,6.27,3.93,3
1.1,57.6,3696,6.82,6.73,3.9,2
1,57.7,3696,6.55,6.59,3.79,1
1.2,58.6,3696,6.96,7.01,4.09,2
0.9,64,3696,5.97,5.99,3.83,3
1,66.5,3696,6.21,6.19,4.12,1
1,59.1,3696,6.54,6.5,3.85,1
1,57.6,3696,6.47,6.44,3.72,1
1.1,63,3696,6.5,6.47,0,1
1.1,62.4,3696,6.55,6.51,4.08,2
1.1,61.2,3696,6.66,6.61,4.06,3
1.5,63.7,3696,7.22,7.1,4.57,2
1.2,65.6,3696,6.73,6.57,4.36,2
0.75,62.4,3696,5.86,5.84,3.65,2
0.77,62,3697,5.87,5.9,3.65,1
0.9,63.5,3697,6.08,6.14,3.88,1
0.92,63,3697,6.16,6.13,3.87,1
0.9,64.7,3697,5.98,6.01,3.88,2
0.82,59.7,3697,6.08,6.04,3.62,1
1.31,59.7,3697,7.06,7.01,4.2,3
1.01,63.6,3699,6.44,6.36,4.07,3
0.9,63.8,3699,6.09,6.13,3.9,3
0.9,63.4,3699,6.06,6.11,3.86,3
0.9,58,3699,6.24,6.28,3.63,3
1,66.1,3700,6.1,6.03,4.01,1
1.12,63.4,3700,6.51,6.47,4.12,1
1.08,59.3,3701,6.66,6.61,3.94,1
1.02,59.2,3701,6.57,6.54,3.88,2
0.9,63.6,3701,6.03,5.97,3.8,2
0.9,59.2,3701,6.31,6.23,3.71,1
0.71,61.1,3701,5.76,5.8,3.53,3
0.71,61,3701,5.77,5.8,3.53,3
0.71,61.8,3701,5.73,5.76,3.55,3
0.77,61.7,3702,5.85,5.91,3.63,3
0.91,61.1,3703,6.2,6.24,3.8,1
0.91,62.8,3703,6.07,6.09,3.82,1
0.91,62.8,3703,6.09,6.18,3.85,2
0.9,60.5,3704,6.23,6.2,3.76,3
0.9,62.6,3704,6.2,6.13,3.86,3
0.9,60.1,3704,6.31,6.24,3.77,3
0.9,62.3,3704,6.18,6.15,3.84,3
0.9,58,3704,6.41,6.34,3.7,3
0.9,61.5,3704,6.23,6.2,3.82,3
0.9,62,3704,6.16,6.14,3.81,3
0.9,61.4,3704,6.2,6.11,3.78,3
0.9,60.3,3704,6.35,6.28,3.81,3
0.73,62.1,3705,5.74,5.76,3.57,3
0.85,62.2,3705,6.01,6.08,3.76,3
